car	marca	modelo	año	cilindrada	estilo	combustibile	transmision	estado	kilometraje	puertas	pagoImpuesto	negociable	recibeVehiculo	fechaIngreso	vecesVisto	comentarios	precio
68731254	Toyota	ECHO	2002	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	200000	2	SI	NO	NO	22 de Enero del 2020	Este vehículo ha sido visto 812 veces.	Excelente mantenimiento preventivo no tiene oxido!	2600000
15518363	Kia	SPORTAGE	2002	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Muy Bueno	190000	4	SI	SI	NO	22 de Enero del 2020	Este vehículo ha sido visto 543 veces.	Carro en excelente estado. Unico dueño. Precio negociable. Llantas nuevas. Todo al dia.	2600000
12278434	Hyundai	STAREX	1998	"2,600 cc"	Microbús/Minivan	Diesel	Manual	Bueno	200000	4	SI	NO	NO	23 de Enero del 2020	Este vehículo ha sido visto 295 veces.	"Es para once pasajeros,"	2600000
98169438	Daihatsu	TERIOS	1999	"1,300 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	ND	5	SI	SI	NO	26 de Enero del 2020	Este vehículo ha sido visto 1375 veces.	"Negociable! Excelente estado, muy económico."	2600000
25531450	Nissan	D21	1992	"2,400 cc"	Pickup 4x2	Gasolina	Manual	Muy Bueno	68000	2	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 448 veces.	Todo al día y en perfecto estado	2600000
66799966	Honda	CIVIC EX	2001	"1,700 cc"	Sedán	Gasolina	Manual	Muy Bueno	160000	4	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 393 veces.	Al día. Excelente mecánicamente. RTV hasta el otro año. Full Extras. Detalles en pintura.	2600000
22016013	Toyota	COROLLA	1998	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	50	4	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 317 veces.	"Vehículo en excelente estado, con marchamo incluido 2020 y Rtv al día (lo paso sin problemas ) Vehí"	2600000
52126634	Geo	TRACKER	1996	"1,600 cc"	Todo Terreno 4x2	Gasolina	Manual	Muy Bueno	ND	4	SI	NO	NO	27 de Enero del 2020	Este vehículo ha sido visto 268 veces.	Toda al día	2600000
38449944	Toyota	RAV4	1997	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Bueno	200000	4	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 508 veces.		2600000
41226639	Chevrolet	TRACKER	1998	"1,600 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	130000	2	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 592 veces.	vehículo en excelente estado se escuchas ofertas	2600000
50904522	Toyota	ECHO	2002	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	150000	2	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 577 veces.	"Es negociable, esta en excelente estado."	2600000
85888014	Toyota	COROLLA	2000	"1,600 cc"	Sedán	Gasolina	Manual	Bueno	ND	4	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 325 veces.	PRECIO NEGOCIABLE	2600000
68478687	Honda	CIVIC EX	1999	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	197000	2	SI	SI	SI	29 de Enero del 2020	Este vehículo ha sido visto 329 veces.		2600000
83267789	Hyundai	ACCENT	2004	"1,600 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	120000	2	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 365 veces.	Marchamo incluido RTV hasta enero del próximo año excelente estado	2600000
99718052	Suzuki	ESTEEM	2002	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	149600	4	SI	SI	NO	30 de Enero del 2020	Este vehículo ha sido visto 428 veces.	Suzuki esteem con botón de arranque y arranque por control cambio por toyota rav	2600000
89646066	Mitsubishi	MONTERO SPORT LS	1999	"3,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Bueno	292401	4	SI	SI	NO	31 de Enero del 2020	Este vehículo ha sido visto 509 veces.		2600000
22077058	Honda	CIVIC	2001	"1,700 cc"	Sedán	Gasolina	Manual	Muy Bueno	ND	4	SI	NO	NO	03 de Febrero del 2020	Este vehículo ha sido visto 218 veces.	Detalles en pintura. Mecánicamente está muy bien SOLO WhatsApp.	2600000
79245506	Suzuki	AERIO SX	2003	"2,400 cc"	Station Wagon	Gasolina	Automática/Dual	Muy Bueno	160000	4	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 207 veces.	"Recien pintado, todo al dia, motor bien socado y carro comodo NEGOCIABLE"	2600000
57419243	Toyota	ECHO	2001	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	ND	4	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 394 veces.	Precio negociable	2500000
30422052	Chevrolet	SPARK LITE	2008	"1,000 cc"	Hatchback	Gasolina	Manual	Excelente	123000	5	SI	NO	NO	27 de Enero del 2020	Este vehículo ha sido visto 372 veces.	Excelente estado super económico fácil de manejar oferta imperdible.	2500000
36833174	Chevrolet	AVEO	2008	"1,200 cc"	Hatchback	Gasolina	Manual	Excelente	108000	4	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 331 veces.	Excelente estado Full Mantenimiento Muy economico	2500000
80112002	Chevrolet	BLAZER	1998	"4,300 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Muy Bueno	263500	5	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 193 veces.	Bateria y llantas nuevas. Todo al dia.	2500000
48876737	Toyota	COASTER	1999	"4,164 cc"	Microbús/Minivan	Diesel	Manual	Bueno	342147	2	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 426 veces.	Se vende por cambio de flotilla Motor HZ	2500000
52636728	Kia	CARNIVAL	2000	"2,500 cc"	Microbús/Minivan	Gasolina	Automática/Dual	Bueno	168196	5	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 404 veces.		2500000
33213610	Geo	TRACKER	1997	"1,600 cc"	Todo Terreno 4x2	Gasolina	Manual	Muy Bueno	277000	2	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 386 veces.	Motor dieciséis válvulas - llantas nuevas -	2500000
15334878	Ford	ESCAPE	2001	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Muy Bueno	215000	4	SI	NO	NO	29 de Enero del 2020	Este vehículo ha sido visto 306 veces.	Super barato porque urge venderlo	2500000
30169139	Hyundai	ELANTRA	2002	"2,000 cc"	Sedán	Gasolina	Manual	Bueno	198000	4	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 238 veces.	88221738	2500000
25550111	Toyota	CORONA	1980	"2,200 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 286 veces.	Liftback Luxury Edition Versión americana Al dia Todo original Unico en CR	2500000
97442089	Nissan	SENTRA	2003	"1,600 cc"	Sedán	Gasolina	Manual	Muy Bueno	349040	4	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 238 veces.		2500000
10496603	Honda	CIVIC EX	2002	"1,600 cc"	Sedán	Gasolina	Manual	Bueno	ND	2	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 366 veces.	Tiene varios golpes pequeños por eso el precio se puede negociar un poco más	2500000
20440765	BMW	318TI	1997	"1,900 cc"	Sedán	Gasolina	Automática/Dual	Excelente	179000	2	SI	SI	NO	31 de Enero del 2020	Este vehículo ha sido visto 492 veces.	Demasiado cuidado! X este precio no encuentra nada igual  o solo Tercels Sentras viejos etc.	2500000
17362673	Toyota	COROLLA	2000	"1,800 cc"	Sedán	Gasolina	Manual	Muy Bueno	196000	4	SI	NO	NO	31 de Enero del 2020	Este vehículo ha sido visto 141 veces.	RTV FEBRERO DEL VEINTIUNO AL DIA	2500000
93331232	Suzuki	AERIO	2006	"1,600 cc"	Sedán	Gasolina	Manual	Muy Bueno	162000	4	SI	SI	NO	01 de Febrero del 2020	Este vehículo ha sido visto 429 veces.	Puede contactarse con Mónica	2500000
21581100	Dodge/RAM	B20	1990	"5,000 cc"	Microbús/Minivan	Gasolina	Automática/Dual	Muy Bueno	120000	4	NO	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 2272 veces.	Preciosa Dodge Ram Van para Proyecto de Camper o Van Conversion. No tiene papeles.	750000
25902056	Kia	SPORTAGE	2016	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	40000	5	SI	SI	NO	13 de Enero del 2020	Este vehículo ha sido visto 921 veces.	Exelente estsdo todo al día comprado directamente a la Kia llantas nuevas y bateria RTV por dos años	9700000
70137008	Plymouth	COLT	1990	"1,500 cc"	Sedán	Gasolina	Manual	Muy Bueno	318000	3	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 95 veces.	Oportunidad	750000
59687413	Nissan	SENTRA	1988	"1,600 cc"	Sedán	Gasolina	Manual	Muy Bueno	150000	2	SI	SI	NO	09 de Diciembre del 2019	Este vehículo ha sido visto 2611 veces.	Precio Negociable. Está en buen estado y al día riteve y marchamo.	780000
35179308	Nissan	PULSAR	1983	"1,600 cc"	Sedán	Gasolina	Manual	Bueno	550000	3	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 174 veces.		790000
39029723	Toyota	TERCEL	1992	"1,500 cc"	Sedán	Gasolina	Manual	Muy Bueno	280560	2	SI	NO	NO	27 de Enero del 2020	Este vehículo ha sido visto 471 veces.	Precio a negociar	800000
11137384	Geo	METRO	1991	"1,000 cc"	Sedán	Gasolina	Manual	Bueno	ND	2	SI	SI	NO	30 de Enero del 2020	Este vehículo ha sido visto 506 veces.	El carro está al día y en buen estado	800000
36682172	Hyundai	EXCEL	1991	"1,500 cc"	Hatchback	Gasolina	Manual	Bueno	188000	3	SI	NO	NO	11 de Febrero del 2020	Este vehículo ha sido visto 106 veces.	Inyectado	800000
85710686	Honda	CIVIC EF	1991	"1,500 cc"	Sedán	Gasolina	Manual	Muy Bueno	ND	3	SI	NO	NO	14 de Febrero del 2020	Este vehículo ha sido visto 45 veces.	De oportunidad a ese precio no menos. muchas extras muy cuidada	800000
26233160	Plymouth	COLT	1989	"1,300 cc"	Hatchback	Gasolina	Manual	Regular	200000	3	SI	SI	NO	21 de Enero del 2020	Este vehículo ha sido visto 572 veces.	Muy economico gosolina  todo al día	850000
15697382	Hyundai	ELANTRA	1992	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	195000	4	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 301 veces.	VENDO POR POCO USO	850000
55197863	Mitsubishi	LANCER	1991	"1,300 cc"	Sedán	Gasolina	Manual	Bueno	ND	4	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 538 veces.	El dash en mal estado	850000
51424032	Hyundai	ELANTRA	1991	"1,500 cc"	Sedán	Gasolina	Manual	Muy Bueno	250000	4	SI	SI	NO	31 de Enero del 2020	Este vehículo ha sido visto 641 veces.		850000
19216831	Toyota	COROLLA	1985	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	194000	4	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 858 veces.	Aros llantas y bateria nuevos	850000
54209478	Toyota	COROLLA	1991	"1,300 cc"	Sedán	Gasolina	Manual	Bueno	200000	4	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 923 veces.	Carburado Dirección Mecánica Motor dosE. Carburador Original-al día RTV y Marchamo. Es un clásico	850000
11813758	Ford	FOCUS	2007	"2,000 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	104500	5	SI	SI	NO	14 de Febrero del 2020	Este vehículo ha sido visto 247 veces.	RTV Marchamo y seguro al día y vigentes. Versión USA	3000000
64699369	Suzuki	GRAND VITARA	2000	"2,500 cc"	Pickup 4x2	Gasolina	Automática/Dual	Excelente	114132	4	SI	NO	NO	15 de Febrero del 2020	Este vehículo ha sido visto 287 veces.	V6 /// El carro esta en perfecto estado revisado por el mecánico al día RTV y marchamo al dia.	3000000
72791968	Isuzu	RODEO	1998	"3,200 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Muy Bueno	146862	5	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 36 veces.	DETALLES DE PINTURA SE LE HIZO EL SISTEMA DE GAZ HACE  DOS AÑOS FUSIONA MUY BIEN Y ECONÓMICO AL DIA	3000000
50233456	Suzuki	SIDEKICK SPORT	1996	"1,800 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Muy Bueno	101200	5	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 69 veces.	El carro se encuentra en buen estado. Se pintó el año pasado.	3000000
23873753	Suzuki	GRAND VITARA	2000	"2,400 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	386900	5	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 60 veces.	Muy lindo. Pintura impecable. Motor en perfecto estado.	3000000
27720238	Honda	CRV	2006	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	170000	4	SI	NO	NO	07 de Enero del 2020	Este vehículo ha sido visto 769 veces.	POLARIZADO CON BARRA DE CARRETA Y ALARMA ADICIONAL.	5300000
95263042	Toyota	ECHO	2003	"1,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	200000	4	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 33 veces.	Vehículo en excelente estado. Recién pasó riteve precio negociable	3000000
13301990	Chevrolet	TRACKER	1999	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	ND	5	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 48 veces.		3000000
36112109	Toyota	HILUX	1989	"2,400 cc"	Pickup 4x2	Gasolina	Manual	Excelente	100000	2	SI	NO	NO	13 de Febrero del 2020	Este vehículo ha sido visto 62 veces.		3000000
8058103	Geely	LC PANDA	2012	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	70000	4	SI	NO	NO	14 de Febrero del 2020	Este vehículo ha sido visto 44 veces.	FINANCIAMIENTO DE CREDIMOTOR	3000000
29946267	BMW	318	1999	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	ND	5	SI	SI	NO	14 de Febrero del 2020	Este vehículo ha sido visto 16 veces.	Todo al día o cambio x uno manual igual	3000000
96381681	Daihatsu	SIRION	2008	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	125000	4	SI	NO	SI	14 de Febrero del 2020	Este vehículo ha sido visto 45 veces.	excelente estado super cuidado super economico y bueno tiene que verlo y se lo deja	3000000
1960132	Toyota	RAV4	2000	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	160000	5	SI	SI	SI	15 de Febrero del 2020	Este vehículo ha sido visto 17 veces.	Todo al día	3000000
60122263	Chevrolet	SPARK LITE	2011	800 cc	Hatchback	Gasolina	Manual	Excelente	85809	5	SI	SI	NO	03 de Enero del 2020	Este vehículo ha sido visto 1424 veces.	Urge vender por salida del país. Esta súper bien cuidado	3050000
60693566	Honda	CIVIC	2005	"1,700 cc"	Sedán	Gasolina	Manual	Excelente	212000	2	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 174 veces.	Todo mecánicamente perfecto y de pintura	3050000
90515379	Hyundai	TUCSON PRESTIGE	2016	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	40000	5	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 273 veces.	Tope de línea en excelentes condiciones	15800000
27967279	Nissan	XTRAIL	2017	"2,500 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	40000	4	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 491 veces.	COMO NUEVO POCO USO	17220000
28014956	Mercedes	Benz C250	2016	"2,000 cc"	Sedán	Gasolina	Automática/Dual	Excelente	57000	4	SI	SI	NO	13 de Enero del 2020	Este vehículo ha sido visto 2261 veces.	Impecable. Financiamiento disponible. Leasing Bac San Jose. Se recibe vehículo como prima.	16245000
5721715	BMW	X4	2017	"2,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	40000	4	SI	SI	SI	22 de Enero del 2020	Este vehículo ha sido visto 1040 veces.	MAS GASTOS DE TRASPASO	26899093
77165405	Land	Rover RANGE ROVER SPORT HSE	2014	"5,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	40000	5	SI	SI	NO	08 de Noviembre del 2019	Este vehículo ha sido visto 1906 veces.		36725000
3831640	Chevrolet	CAMARO RS	2014	"3,600 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	20607	4	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 1365 veces.	"Un chuzo completo, escape deportivo, tapiceria en cuero, kit led. Bajo kilometraje!"	16044000
88504623	Isuzu	DMAX LS	2017	"2,500 cc"	Pickup 4x4	Diesel	Manual	Excelente	100764	4	SI	NO	NO	30 de Enero del 2020	Este vehículo ha sido visto 551 veces.	Vehículo en excelente estado-Debe Diecisiete mil dolares a CrediQ- Unico dueño-Mant de agencia	16044000
4879337	Audi	A8	2011	"4,200 cc"	Sedán	Gasolina	Automática/Dual	Excelente	59720	4	SI	NO	NO	18 de Noviembre del 2019	Este vehículo ha sido visto 1661 veces.	"Impecable, Récord de agencia  PRECIO EN DOLARES"	16050000
58410474	Toyota	RAV4	2011	"2,500 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	86000	5	SI	SI	NO	10 de Febrero del 2020	Este vehículo ha sido visto 51 veces.		8500000
2158596	Ford	EXPLORER XLT	2014	"3,500 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	87156	5	SI	SI	SI	13 de Enero del 2020	Este vehículo ha sido visto 721 veces.	Visitanos en cualquiera de nuestras sucursales Purdy Usados o ingresá a https:www.purdyusados.com	16130400
3720040	Toyota	TUNDRA PLATINUM	2010	"5,700 cc"	Pickup 4x4	Gasolina	Automática/Dual	Excelente	109000	4	SI	SI	SI	02 de Agosto del 2019	Este vehículo ha sido visto 4173 veces.	"Excelentes condiciones, versión Platinum, excelente mantenimiento.Recibo y financio"	16131000
2168057	Mercedes	Benz GLA200	2016	"1,600 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	31000	5	SI	NO	NO	03 de Febrero del 2020	Este vehículo ha sido visto 481 veces.	"ESTA EN CURRIABAT, EXCELETE ESTADO, FULL MANTENIMIENTO"	16150000
79907653	Toyota	COASTER	2004	"4,100 cc"	Microbús/Minivan	Diesel	Manual	Excelente	341567	2	SI	SI	NO	21 de Noviembre del 2019	Este vehículo ha sido visto 970 veces.	Nacional-Como nueva-Se vende tambien una Hiace y la Sosiedad con Permisos de Turismo	16200000
66833739	Lexus	GX460	2017	"4,600 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Muy Bueno	40000	5	SI	NO	NO	11 de Febrero del 2020	Este vehículo ha sido visto 156 veces.	perfecto estado como nuevo	40000000
5375316	Land	Rover RANGE ROVER SPORT SE	2017	"3,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	40000	4	SI	SI	SI	03 de Enero del 2020	Este vehículo ha sido visto 1641 veces.	"EXCELENTE ESTADO, CITA PREVIA! www.autopremiumcr"	41470000
5351489	Chevrolet	CAMARO	2014	"3,600 cc"	Sedán	Gasolina	Manual	Excelente	50000	2	SI	SI	SI	19 de Setiembre del 2019	Este vehículo ha sido visto 5249 veces.	"VORTEC SUPERCHARGER, CUATROCIENTOS DIECISIETE HP. NÍTIDO"	16850000
5395715	Jeep	WRANGLER  SAHARA	2016	"3,600 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	40113	4	SI	NO	NO	15 de Noviembre del 2019	Este vehículo ha sido visto 5252 veces.	"EXCELENTE ESTADO, FINAC -REC  MAS GASTOS"	23493000
4517588	Toyota	HILUX SRV	2014	"3,000 cc"	Pickup 4x4	Diesel	Automática/Dual	Excelente	125000	4	SI	SI	SI	21 de Enero del 2020	Este vehículo ha sido visto 1575 veces.	"NACIONAL,3.0,AUT,4X4,EXC ESTADO COMO NUEVO,IMPECABLE,VEALO Y COMPARE.FINANCIO.TRASPASO¢512000."	16900000
45420830	Hyundai	TUCSON	2017	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	40900	4	SI	SI	SI	28 de Enero del 2020	Este vehículo ha sido visto 450 veces.	UNICO DUEÑO MARCHAMOS AL DIA EXCELENTE PRECIO	13500000
9500603	Audi	Q7 TDI	2014	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	120000	4	SI	NO	SI	14 de Febrero del 2020	Este vehículo ha sido visto 175 veces.	"SIETE pasajeros, Impecable y hermoso FB: Z MOTORS. Contáctenos x WhatsApp."	16900000
3200557	Toyota	LAND CRUISER PRADO TX	2011	"3,000 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	126500	5	SI	SI	SI	07 de Febrero del 2020	Este vehículo ha sido visto 835 veces.	"IMPECABLE, VERSION PURDY MOTOR, GARANTIA POR ESCRITO, UN SOLO DUEÑO, VEALO"	16950000
2008007	Mitsubishi	L200	2017	"2,500 cc"	Pickup 4x4	Diesel	Manual	Excelente	65000	4	SI	NO	NO	10 de Febrero del 2020	Este vehículo ha sido visto 286 veces.	perfecto estado financio recibo auto de menor valor	16800000
62254043	Nissan	QASHQAI	2017	"2,009 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	40900	4	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 115 veces.	Vendo por motivo de viaje. Mantenimientos de agencia.	13800000
73872404	Suzuki	VITARA	2017	"1,600 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	41000	5	SI	SI	NO	06 de Enero del 2020	Este vehículo ha sido visto 871 veces.	Top Linea con extras. Llantas nuevas AT con apertura panoramica de techo mantenimientos agencia	14100000
92782435	Mercedes	Benz C180	2012	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	152000	2	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 175 veces.	Muy cuidado como nuevo mantenimiento  de agencia versión coupe techo panorámico	16850000
10669691	Land	Rover DISCOVERY 4	2011	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	115000	5	SI	NO	NO	21 de Enero del 2020	Este vehículo ha sido visto 1028 veces.	Carro en excelente estado venta por salida del país.	16900000
67455204	Land	Rover DISCOVERY	2012	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	114000	5	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 167 veces.	Perfecto estado revisiones en agencia siete pasajeros super economico buen precio	16900000
2673025	Mazda	BT50	2014	"3,200 cc"	Pickup 4x4	Diesel	Automática/Dual	Excelente	148041	4	SI	NO	SI	29 de Octubre del 2019	Este vehículo ha sido visto 1790 veces.	RECIBO FINANCIO GARANTIA POR ESCRITO LLAME Y NEGOCIAMOS..	16950000
2592930	Land	Rover RANGE ROVER SPORT SE	2011	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	118136	4	SI	SI	SI	30 de Enero del 2020	Este vehículo ha sido visto 410 veces.	IMPECABLE- RECORD DE AGENCIA RECIBO FINANCIO GARANTIA POR ESCRITO LLAME Y NEGOCIAMOS..	16950000
9086535	Mercedes	Benz CLA200	2015	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	42087	4	SI	SI	SI	05 de Febrero del 2020	Este vehículo ha sido visto 323 veces.	UN SOLO DUEÑO RECORD DE AGENCIA RECIBIMOS FINANCIAMOS GARANTIA POR ESCRITO LLAME Y NEGOCIAMOS...	16950000
47658360	Volvo	XC70	2008	"3,200 cc"	Station Wagon	Gasolina	Automática/Dual	Muy Bueno	148500	5	SI	SI	NO	09 de Febrero del 2020	Este vehículo ha sido visto 1006 veces.	Urge vender por viaje - Versión nacional con FULL Extras - Frenos Nuevos	4950000
57758274	Toyota	ECHO SPORT	2003	"1,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	120333	4	SI	SI	NO	29 de Octubre del 2019	Este vehículo ha sido visto 2330 veces.	VERSION USA VVT-I PARA INSCRIBIR RTV LISTO PAQUETE ELECTRICO NO SE RECIBE	4975000
25819695	Nissan	TIIDA	2012	"1,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	67000	4	SI	SI	NO	09 de Febrero del 2020	Este vehículo ha sido visto 360 veces.	Todas las revisiones y mantenimiento en agencia-único dueño- excelente estado	4950000
5343482	Mitsubishi	ROSA	1999	"4,200 cc"	Microbús/Minivan	Diesel	Manual	Muy Bueno	350000	3	SI	NO	NO	10 de Febrero del 2020	Este vehículo ha sido visto 140 veces.	"Recibo o financio  , cash mejoro precio cash, recien mantenimiento total,,  trtreinta pasajeros"	4950000
75066898	Nissan	ATLAS	2008	"3,000 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Muy Bueno	ND	2	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 128 veces.	Se vende camión de trabajo CL marca NISSAN	4950000
62304064	Nissan	TIIDA	2012	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	74000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 51 veces.	Excelente estado uso familiar	4950000
4050509	Honda	CIVIC SI	2006	"2,000 cc"	Sedán	Gasolina	Manual	Excelente	123000	2	SI	SI	SI	12 de Febrero del 2020	Este vehículo ha sido visto 110 veces.	"Recibo y Financio,esta impecable, caja de sexta, es un chuzo, muy rapido"	4950000
59252520	Toyota	TACOMA	1998	"2,700 cc"	Pickup 4x4	Gasolina	Manual	Muy Bueno	195000	2	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 147 veces.		4950000
26239905	Kia	RIO	2013	"1,400 cc"	Hatchback	Gasolina	Manual	Excelente	76000	4	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 50 veces.	Muy buen estado se negocia precio	4950000
4528733	Kia	PICANTO	2013	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	87000	5	SI	SI	SI	14 de Febrero del 2020	Este vehículo ha sido visto 28 veces.	completamente al día recibo y financio garantía por escrito www.chitocars.com	4950000
13385720	Suzuki	SX4	2011	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	65000	4	SI	NO	NO	15 de Diciembre del 2019	Este vehículo ha sido visto 2375 veces.	JAPONES DE AGENCIA SEGUNDO DUEÑO ECONÓMICO RTV EN LIMPIO HASTA DOS MIL VEINTIUNO !!!	4970000
5238705	Nissan	FRONTIER XE	2004	"2,400 cc"	Pickup 4x2	Gasolina	Manual	Excelente	214963	2	SI	SI	SI	29 de Noviembre del 2019	Este vehículo ha sido visto 1268 veces.	AL DIA-GARANTIA X ESCRITO-RECIBO-FINANCIO-autossantodomingocrABIERT DOMINGO.GUANACASTE SANTA CRUZ	4975000
13837305	Toyota	YARIS	2010	"1,500 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	103000	5	SI	SI	SI	18 de Diciembre del 2019	Este vehículo ha sido visto 1342 veces.	PAQUETE ELECTRICO - ALOGENOS - RECIBO SEGUN AUTO - FINANCIO	4975000
6726152	Nissan	VERSA	2009	"1,800 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	76172	4	SI	SI	SI	31 de Diciembre del 2019	Este vehículo ha sido visto 934 veces.	AL DIA-GARANTIA X ESCRITO-RECIBO-FINANCIO-autossantodomingocrABIERT DOMINGO.GUANACASTE SANTA CRUZ	4975000
